site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
barbeque-nation,https://www.barbequenation.com/,vishal,crawlability,low,no,Site does not use HTTPS,The target URL http://127.0.0.1:45003/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
barbeque-nation,https://www.barbequenation.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:45003/ has <link rel='canonical' href='https://www.barbequenation.com'> which resolves to https://www.barbequenation.com, different from the fetched URL http://127.0.0.1:45003/. Crawlers may skip this page in favour of the canonical target.",
barbeque-nation,https://www.barbequenation.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:45003/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
cii,https://www.cii.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:43939/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bhel,https://www.bhel.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:42081/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bhel,https://www.bhel.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:42081/ has <link rel='canonical' href='http://www.bhel.com/'> which resolves to http://www.bhel.com/, different from the fetched URL http://127.0.0.1:42081/. Crawlers may skip this page in favour of the canonical target.",
bhel,https://www.bhel.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:42081/ contains 11 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
bhel,https://www.bhel.com/,vishal,structured_data,high,no,Missing Structured Data (JSON-LD),http://127.0.0.1:42081/ does not contain any JSON-LD structured data. This makes it harder for AI to extract entities.,
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:34543/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:34543/ has <link rel='canonical' href='https://www.bharatforge.com'> which resolves to https://www.bharatforge.com, different from the fetched URL http://127.0.0.1:34543/. Crawlers may skip this page in favour of the canonical target.",
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:34543/ contains 3 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
bikanervala,https://www.bikanervala.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:38615/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bikanervala,https://www.bikanervala.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:38615/ has <link rel='canonical' href='https://bikanervala.com/'> which resolves to https://bikanervala.com/, different from the fetched URL http://127.0.0.1:38615/. Crawlers may skip this page in favour of the canonical target.",
aiims,https://www.aiims.edu/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:42279/index.php/en/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
aiims,https://www.aiims.edu/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:42279/index.php/en/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
chargebee,https://www.chargebee.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:39869/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
chargebee,https://www.chargebee.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:39869/ has <link rel='canonical' href='https://www.chargebee.com/'> which resolves to https://www.chargebee.com/, different from the fetched URL http://127.0.0.1:39869/. Crawlers may skip this page in favour of the canonical target.",
chargebee,https://www.chargebee.com/,vishal,rendering,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:39869/ has 55 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
beardo,https://beardo.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:35843/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
beardo,https://beardo.in/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:35843/ has <link rel='canonical' href='https://beardo.in/'> which resolves to https://beardo.in/, different from the fetched URL http://127.0.0.1:35843/. Crawlers may skip this page in favour of the canonical target.",
clerk,https://clerk.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:45207/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
clerk,https://clerk.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:45207/ has <link rel='canonical' href='https://clerk.com'> which resolves to https://clerk.com, different from the fetched URL http://127.0.0.1:45207/. Crawlers may skip this page in favour of the canonical target.",
clerk,https://clerk.com/,vishal,rendering,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:45207/ has 97 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
