site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
cmi,https://www.cmi.ac.in/,baseline,other,critical,abstain,Missing Viewport Meta Tag,"No <meta name=""viewport""> found.",
cmi,https://www.cmi.ac.in/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
cmi,https://www.cmi.ac.in/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/teaching/ (404), http://127.0.0.1:9600/admissions/ (404), http://127.0.0.1:9600/activities/ (404), http://127.0.0.1:9600/events/ (404), http://127.0.0.1:9600/library/ (404), http://127.0.0.1:9600/cmiaa/ (404), http://127.0.0.1:9600/practical/ (404), http:",
cmi,https://www.cmi.ac.in/,baseline,crawlability,high,no,Missing Canonical Tag,"No <link rel=""canonical""> tag found.",
cmi,https://www.cmi.ac.in/,baseline,other,high,abstain,Missing Meta Description,No meta description found.,
cmi,https://www.cmi.ac.in/,baseline,other,high,abstain,Missing H1 Tag,No <h1> tag found in the HTML.,
cmi,https://www.cmi.ac.in/,baseline,content_extraction,high,abstain,Thin Content,Word count is 187.,
cmi,https://www.cmi.ac.in/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
cmi,https://www.cmi.ac.in/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
cmi,https://www.cmi.ac.in/,baseline,crawlability,medium,no,Missing HTML Lang Attribute,The <html> tag has no 'lang' attribute.,
cmi,https://www.cmi.ac.in/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 8 links missing rel=""noopener"" or rel=""noreferrer"".",
cmi,https://www.cmi.ac.in/,baseline,crawlability,low,no,Missing ARIA Landmarks,No semantic HTML5 landmarks or ARIA landmark roles found.,
cmi,https://www.cmi.ac.in/,baseline,crawlability,low,no,Trailing Slash on URL,URL path ends with a slash: /about/,
cmi,https://www.cmi.ac.in/,reasoning,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
cmi,https://www.cmi.ac.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/~mkummini/agcmi2026/index.php returned 404.,
cmi,https://www.cmi.ac.in/,hybrid,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
delhi-gov,https://delhi.gov.in/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
delhi-gov,https://delhi.gov.in/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/user/login (404), http://127.0.0.1:9600/sites/default/files/2025-04/i4c_handbook_dos_and_don_t_final.pdf (404), http://127.0.0.1:9600/page/about-us (404), http://127.0.0.1:9600/page/acts-rules (404), http://127.0.0.1:9600/lt-governor-office (404), http://",
delhi-gov,https://delhi.gov.in/,baseline,crawlability,high,no,Missing Canonical Tag,"No <link rel=""canonical""> tag found.",
delhi-gov,https://delhi.gov.in/,baseline,other,high,abstain,Missing Meta Description,No meta description found.,
delhi-gov,https://delhi.gov.in/,baseline,content_extraction,high,no,Thin Content,Word count is 197.,
delhi-gov,https://delhi.gov.in/,baseline,other,high,abstain,Missing Self-Referencing Hreflang,The page's own URL is not included in its hreflang set.,
delhi-gov,https://delhi.gov.in/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
delhi-gov,https://delhi.gov.in/,baseline,other,high,abstain,Missing Hreflang Tags,19 pages lack hreflang tags on a multi-language site.,
delhi-gov,https://delhi.gov.in/,baseline,other,medium,abstain,Images Missing Lazy Loading,"12 images lack loading=""lazy"".",
delhi-gov,https://delhi.gov.in/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
delhi-gov,https://delhi.gov.in/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://delhi.gov.in/screen-reader-access) differs from page URL (http://127.0.0.1:9600/screen-reader-access).,
delhi-gov,https://delhi.gov.in/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 65 characters.,
delhi-gov,https://delhi.gov.in/,baseline,other,medium,abstain,Missing x-default Hreflang,Hreflang tags exist but none is 'x-default'.,
delhi-gov,https://delhi.gov.in/,baseline,content_extraction,low,no,Low Text-to-HTML Ratio,Ratio is 2.51% (<10%).,
delhi-gov,https://delhi.gov.in/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 20 links missing rel=""noopener"" or rel=""noreferrer"".",
delhi-gov,https://delhi.gov.in/,reasoning,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 3 different names: 'Home', 'Screen Reader', 'Sitemap'. These map to 3 distinct root names. This makes it impossible for AI to confidently associate facts with a single entity.",
delhi-gov,https://delhi.gov.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/sites/default/files/2025-04/i4c_handbook_dos_and_don_t_final.pdf returned 404.,
delhi-gov,https://delhi.gov.in/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"3 distinct names across 3 roots: 'Home', 'Screen Reader', 'Sitemap'.",
delhi-gov,https://delhi.gov.in/,hybrid,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 3 different names: 'Home', 'Screen Reader', 'Sitemap'. These map to 3 distinct root names. This makes it impossible for AI to confidently associate facts with a single entity.",
ghmc,https://www.ghmc.gov.in/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
ghmc,https://www.ghmc.gov.in/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/Townplanning_Reports/TSECBCFAQs.pdf (404), http://127.0.0.1:9600/Building.aspx (404), http://127.0.0.1:9600/Townplanning_Reports/Application Form of Existing Assembly Buildings.pdf (404), http://127.0.0.1:9600/Swachh_Hyderabad.aspx (404), http://127.0.0.1",
ghmc,https://www.ghmc.gov.in/,baseline,crawlability,high,no,Missing Canonical Tag,"No <link rel=""canonical""> tag found.",
ghmc,https://www.ghmc.gov.in/,baseline,content_extraction,high,abstain,Thin Content,Word count is 99.,
ghmc,https://www.ghmc.gov.in/,baseline,other,high,abstain,Render-Blocking CSS,Found 13 blocking stylesheets in <head>.,
ghmc,https://www.ghmc.gov.in/,baseline,crawlability,high,no,Missing Image Alt Text,18 out of 38 images lack an alt attribute.,
ghmc,https://www.ghmc.gov.in/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
ghmc,https://www.ghmc.gov.in/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 15 characters.,
ghmc,https://www.ghmc.gov.in/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 15 characters.,
ghmc,https://www.ghmc.gov.in/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H2 to H4.,
ghmc,https://www.ghmc.gov.in/,baseline,other,medium,abstain,Images Missing Lazy Loading,"38 images lack loading=""lazy"".",
ghmc,https://www.ghmc.gov.in/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
ghmc,https://www.ghmc.gov.in/,baseline,crawlability,medium,no,Missing HTML Lang Attribute,The <html> tag has no 'lang' attribute.,
ghmc,https://www.ghmc.gov.in/,baseline,content_extraction,medium,abstain,Duplicate Meta Descriptions,Meta description is shared across 3 pages.,
ghmc,https://www.ghmc.gov.in/,baseline,content_extraction,low,abstain,Low Text-to-HTML Ratio,Ratio is 1.05% (<10%).,
ghmc,https://www.ghmc.gov.in/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 216 links missing rel=""noopener"" or rel=""noreferrer"".",
ghmc,https://www.ghmc.gov.in/,baseline,other,low,abstain,Non-Descriptive Anchor Text,Found 5 links with generic anchor text.,
ghmc,https://www.ghmc.gov.in/,baseline,crawlability,low,no,Suboptimal URL Structure,"Contains underscores, Contains uppercase letters",
ghmc,https://www.ghmc.gov.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/Townplanning_Reports/Application Form of Existing Assembly Buildings.pdf returned 404.,
ghmc,https://www.ghmc.gov.in/,marketplace,entity_identity,high,no,The organisation is referred to by several conflicting names,"Scanned 7180 characters of extractable text across 3 crawled pages from http://127.0.0.1:9600/ (HTTP 200): 4 distinct organisation names occupy the identity slots: ""GHMC"" ('About' heading); ""GHMC A- A A"" (body 'Welcome to'); ""Medchal Malkajgiri"" (body 'division of'); ""Welcome to GHMC"" (title). ""GHMC",
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/vision-and-mission/ (404), http://127.0.0.1:9600/history/ (404), http://127.0.0.1:9600/governing-council/ (404), http://127.0.0.1:9600/achievements/ (404), http://127.0.0.1:9600/rankings/ (404), http://127.0.0.1:9600/gallery-3/ (404), http://127.0.0.1:960",
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,high,abstain,Missing H1 Tag,No <h1> tag found in the HTML.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,high,abstain,Render-Blocking CSS,Found 30 blocking stylesheets in <head>.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,high,abstain,Render-Blocking Scripts,Found 3 blocking scripts in <head>.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,content_extraction,high,abstain,Thin Content,Word count is 157.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://www.iiit.ac.in/) differs from page URL (http://127.0.0.1:9600/).,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 21 characters.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 473 characters.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,structured_data,medium,no,Missing Open Graph Tags,Missing tags: og:image,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H2 to H4.,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,content_extraction,low,abstain,Low Text-to-HTML Ratio,Ratio is 0.37% (<10%).,
iiit-hyderabad,https://www.iiit.ac.in/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 27 links missing rel=""noopener"" or rel=""noreferrer"".",
iiit-hyderabad,https://www.iiit.ac.in/,baseline,crawlability,low,no,Trailing Slash on URL,URL path ends with a slash: /at-a-glance/,
iiit-hyderabad,https://www.iiit.ac.in/,deterministic,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: unknown) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
iiit-hyderabad,https://www.iiit.ac.in/,reasoning,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 3 different names: 'Home', 'Contact Us', 'At a Glance'. These map to 3 distinct root names. This makes it impossible for AI to confidently associate facts with a single entity.",
iiit-hyderabad,https://www.iiit.ac.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/vision-and-mission/ returned 404.,
iiit-hyderabad,https://www.iiit.ac.in/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"3 distinct names across 3 roots: 'Home', 'Contact Us', 'At a Glance'.",
iiit-hyderabad,https://www.iiit.ac.in/,hybrid,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 3 different names: 'Home', 'Contact Us', 'At a Glance'. These map to 3 distinct root names. This makes it impossible for AI to confidently associate facts with a single entity.",
iiit-hyderabad,https://www.iiit.ac.in/,hybrid,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: unknown) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
iisc,https://iisc.ac.in/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
iisc,https://iisc.ac.in/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/about/foreword-from-the-director/ (404), http://127.0.0.1:9600/vision-and-mission/ (404), http://127.0.0.1:9600/about/administration/ (404), http://127.0.0.1:9600/about/administration/overview/ (404), http://127.0.0.1:9600/about/administration/court/ (404",
iisc,https://iisc.ac.in/,baseline,other,high,abstain,Missing Meta Description,No meta description found.,
iisc,https://iisc.ac.in/,baseline,other,high,abstain,Missing H1 Tag,No <h1> tag found in the HTML.,
iisc,https://iisc.ac.in/,baseline,other,high,abstain,Render-Blocking CSS,Found 16 blocking stylesheets in <head>.,
iisc,https://iisc.ac.in/,baseline,other,high,abstain,Render-Blocking Scripts,Found 16 blocking scripts in <head>.,
iisc,https://iisc.ac.in/,baseline,other,high,abstain,Missing Self-Referencing Hreflang,The page's own URL is not included in its hreflang set.,
iisc,https://iisc.ac.in/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
iisc,https://iisc.ac.in/,baseline,other,high,abstain,Missing Hreflang Tags,16 pages lack hreflang tags on a multi-language site.,
iisc,https://iisc.ac.in/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://www.iisc.ac.in/) differs from page URL (http://127.0.0.1:9600/).,
iisc,https://iisc.ac.in/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 27 characters.,
iisc,https://iisc.ac.in/,baseline,other,medium,abstain,Images Missing Lazy Loading,"12 images lack loading=""lazy"".",
iisc,https://iisc.ac.in/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
iisc,https://iisc.ac.in/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H1 to H4.,
