site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
modal,https://modal.com/,marketplace,entity_identity,high,abstain,The organisation is referred to by several conflicting names,"Scanned 13863 characters of extractable text across 4 crawled pages from http://127.0.0.1:9600/ (HTTP 200): 4 spellings of the same organisation occupy the identity slots: ""Modal: High-performance AI infrastructure"" (og:title, title); ""Modal"" (og:site_name, og:title); ""Modal Customers"" (og:title); """,
modal,https://modal.com/,marketplace,non_text_facts,medium,abstain,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/customers (HTTP 200) presents 1 fact-bearing images (2 images across 2 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: https://modal-cdn.com/marketing-website-assets/customers-hero-shapes.png (alt="""", under ""Star",
neon,https://neon.com/,marketplace,entity_identity,high,abstain,The organisation is referred to by several conflicting names,"Scanned 36209 characters of extractable text across 4 crawled pages from http://127.0.0.1:9600/ (HTTP 200): 4 spellings of the same organisation occupy the identity slots: ""the Databricks Platform Neon status"" (body 'division of'); ""the Databricks Platform"" (body 'division of'); ""the Databricks Plat",
nobroker,https://www.nobroker.in/,marketplace,non_text_facts,high,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/rental-agreement (HTTP 200) presents 4 fact-bearing images (4 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: /hs-new/e30717e9a94ab4fe803b79ecefd60961.png (alt=""Stamp Duty Calculator"", under ""Rent",
pratham,https://www.pratham.org/,marketplace,non_text_facts,high,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 44 fact-bearing images (44 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: https://www.pratham.org/wp-content/uploads/2021/12/Adobe-160x100.png (alt=""Adobe"", under ""Our Partne",
razorpay,https://razorpay.com/,marketplace,non_text_facts,high,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 8 fact-bearing images (17 images across 4 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: https://framerusercontent.com/images/aomPDH1SlEb4126eedzyGTmcQ.png?width=380&height=380 (alt="""", unde",
razorpay,https://razorpay.com/,marketplace,entity_identity,high,abstain,The organisation is referred to by several conflicting names,"Scanned 114861 characters of extractable text across 4 crawled pages from http://127.0.0.1:9600/ (HTTP 200): 3 spellings of the same organisation occupy the identity slots: ""Razorpay Startup Perks"" (og:title, title); ""known as Razorpay Software Private"" (body 'formerly'); ""Razorpay"" (json-ld name, o",
resend,https://resend.com/,marketplace,non_text_facts,medium,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 1 fact-bearing images (2 images across 2 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: /_next/image?url=%2Fstatic%2Fproduct-pages%2Fscreenshot-zoom-analytics.png&w=1920&q=100&dpl=dpl_6BykNx",
smile-foundation,https://www.smilefoundationindia.org/,marketplace,non_text_facts,high,abstain,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 621 fact-bearing images (621 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: https://www.smilefoundationindia.org/wp-content/uploads/2023/02/partnership.png (alt=""Sustainable ",
sulekha,https://www.sulekha.com/,marketplace,entity_identity,high,abstain,The organisation is referred to by several conflicting names,"Scanned 20151 characters of extractable text across 4 crawled pages from http://127.0.0.1:9600/ (HTTP 200): 5 spellings of the same organisation occupy the identity slots: ""Sulekha Home Service"" (og:title, title); ""Sulekha"" (og:title, title); ""Sulekha Business"" (title); ""Sulekha Home Services"" (h1);",
supabase,https://supabase.com/,marketplace,non_text_facts,medium,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/pricing (HTTP 200) presents 2 fact-bearing images (2 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: /images/pricing/custom-domain-on-light.svg (alt=""Custom Domain illustration"", under ""Cost Contr",
supreme-industries,https://www.supreme.co.in/,marketplace,non_text_facts,medium,abstain,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 2 fact-bearing images (2 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: dist/img/loading.gif (alt=""Please wait..."", under ""Contact Us""); https://px.ads.linkedin.com/collect/?",
teach-for-india,https://www.teachforindia.org/,marketplace,non_text_facts,medium,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/who-we-are (HTTP 200) presents 2 fact-bearing images (2 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: https://cdn.prod.website-files.com/62f24893562f47d8766501aa/687646e4b9e4be2376c01c5e_Pramath",
thehindu-businessline,https://www.thehindubusinessline.com/,marketplace,non_text_facts,high,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/markets/ (HTTP 200) presents 3 fact-bearing images (4 images across 2 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: https://www.thehindubusinessline.com/economy/macro-economy/z7s004/article65944872.ece/alternat",
upstash,https://upstash.com/,marketplace,entity_identity,high,abstain,The organisation is referred to by several conflicting names,"Scanned 23627 characters of extractable text across 4 crawled pages from http://127.0.0.1:9600/ (HTTP 200): 4 spellings of the same organisation occupy the identity slots: ""Upstash: Serverless Data Platform"" (og:title, title); ""Serverless Data Platform"" (h1); ""Upstash"" (footer copyright, json-ld leg",
upstash,https://upstash.com/,marketplace,non_text_facts,medium,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 2 fact-bearing images (2 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: /customer/clay-gray.png (alt=""Clay"", under ""Meet our Customers""); /customer/clay-gray-dark.png (alt=""C",
weaviate,https://weaviate.io/,marketplace,non_text_facts,high,no,"Business facts are published only inside images, with no text equivalent","http://127.0.0.1:9600/ (HTTP 200) presents 16 fact-bearing images (16 images across 1 pages) whose alt text is missing or generic, and whose surrounding sections contain fewer than 30 words of prose: /img/site/2026/loti-white-hp.svg (alt=""Loti"", under ""Real stories. Real results.""); /img/site/2026/d",
