site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
cii,https://www.cii.in/,vishal,other,high,abstain,Missing page title,http://127.0.0.1:33217/ has no <title> tag or it is empty. AI systems rely on the title to determine the page topic and entity.,
cii,https://www.cii.in/,vishal,other,high,abstain,No sameAs links for entity disambiguation,"No page in the sampled set contains JSON-LD 'sameAs' links pointing to authoritative external profiles (Wikipedia, Wikidata, LinkedIn, Crunchbase, social media accounts). AI assistants use sameAs to confirm entity identity and avoid confusing the brand with similarly-named entities. Without these li",
cii,https://www.cii.in/,vishal,other,high,abstain,Missing H1 heading,http://127.0.0.1:33217/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
cii,https://www.cii.in/,vishal,other,high,abstain,No semantic headings at all,http://127.0.0.1:33217/ contains zero heading tags (h1–h6). The page lacks any structural cues for scanning.,
cii,https://www.cii.in/,vishal,other,high,abstain,Critically thin word count,http://127.0.0.1:33217/ contains only ~0 words of visible text. Pages with very little text provide minimal substance for AI retrieval and are unlikely to satisfy user queries.,
cii,https://www.cii.in/,vishal,other,high,abstain,Dead-end page — no internal links,http://127.0.0.1:33217/ contains zero internal links. Visitors have no path to continue exploring the site.,
cii,https://www.cii.in/,vishal,other,high,abstain,No sameAs links — brand cannot be disambiguated by AI,"The homepage JSON-LD contains no 'sameAs' property linking to external authoritative profiles. AI assistants (ChatGPT, Gemini, Perplexity, etc.) use sameAs to anchor the brand entity to known external databases, preventing confusion with similarly-named entities. Without sameAs, the brand is at high",
cii,https://www.cii.in/,vishal,other,high,abstain,Low content quotability — few concrete facts for AI to cite,"1 of 1 sampled pages (1 without quotable facts: http://127.0.0.1:33217/) contain no machine-extractable facts: no numbers, percentages, dates, prices, or direct definitional statements. AI assistants (Appendix B) cite pages by directly quoting specific facts. Pages with only vague marketing language",
cii,https://www.cii.in/,vishal,other,high,abstain,No Organization/Brand JSON-LD schema on homepage,"The homepage has no Organization, Corporation, or LocalBusiness JSON-LD schema. This is the primary way to tell AI systems who the brand is, what it does, and how to identify it uniquely. Without this, AI assistants must guess the entity from unstructured text, leading to errors and omissions (Appen",
cii,https://www.cii.in/,vishal,other,medium,abstain,Missing meta description,http://127.0.0.1:33217/ has no <meta name='description'>. AI systems and search engines use this to understand page content at a glance.,
cii,https://www.cii.in/,vishal,other,medium,abstain,Ambiguous page intent,"http://127.0.0.1:33217/ provides no structured data, no OG type, and no headings. A machine cannot distinguish whether this is a product page, article, contact page, or category listing.",
cii,https://www.cii.in/,vishal,other,medium,abstain,Very little informational text,http://127.0.0.1:33217/ contains only 0 <p> element(s). A first-time visitor may not find enough context to understand what the page offers.,
cii,https://www.cii.in/,vishal,other,medium,abstain,Missing viewport meta tag,"http://127.0.0.1:33217/ does not include <meta name='viewport'>. The page may not render well on mobile devices, harming engagement for mobile users arriving from AI answers.",
cii,https://www.cii.in/,vishal,other,medium,abstain,Missing lang attribute on <html> element,"http://127.0.0.1:33217/ has no lang attribute on the <html> tag (e.g., lang='en'). AI systems and screen readers use the lang attribute to correctly interpret content. It also enables hreflang to work correctly for international visitors.",
cii,https://www.cii.in/,vishal,other,medium,abstain,"No press, media, or external mention links","The homepage contains no links to press coverage, media mentions, reviews, awards, or 'as seen in' content. AI systems assess brand credibility by cross-referencing mentions across independent sources (Appendix D: agreement across the web). A brand that only describes itself, without pointing to ind",
cii,https://www.cii.in/,vishal,other,medium,abstain,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
cii,https://www.cii.in/,vishal,other,medium,abstain,Missing high-ROI schema types for AI answer generation,"None of the sampled pages use schema types specifically optimised for AI answer generation: FAQPage, HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo generates step-by-step snippets; S",
cii,https://www.cii.in/,vishal,other,low,abstain,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
cii,https://www.cii.in/,vishal,other,low,abstain,No machine-readable publication or modification date,"http://127.0.0.1:33217/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
cii,https://www.cii.in/,vishal,other,low,abstain,No clear calls to action,http://127.0.0.1:33217/ has no <button> elements or link-styled CTAs. Visitors may not know what action to take next.,
cii,https://www.cii.in/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:33217/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,No sameAs links for entity disambiguation,"Observed on 3 sampled pages. No page in the sampled set contains JSON-LD 'sameAs' links pointing to authoritative external profiles (Wikipedia, Wikidata, LinkedIn, Crunchbase, social media accounts). AI assistants use sameAs to confirm entity identity and avoid confusing the brand with similarly-nam",
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,Missing H1 heading,Observed on 3 sampled pages. http://127.0.0.1:40553/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,No semantic headings at all,Observed on 2 sampled pages. http://127.0.0.1:40553/ contains zero heading tags (h1–h6). The page lacks any structural cues for scanning.,
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,Broken internal links detected,Observed on 4 sampled pages. http://127.0.0.1:40553/ links to pages that return errors: http://127.0.0.1:40553/media/media-kit → HTTP 404,
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,No sameAs links — brand cannot be disambiguated by AI,"The homepage JSON-LD contains no 'sameAs' property linking to external authoritative profiles. AI assistants (ChatGPT, Gemini, Perplexity, etc.) use sameAs to anchor the brand entity to known external databases, preventing confusion with similarly-named entities. Without sameAs, the brand is at high",
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,No Organization/Brand JSON-LD schema on homepage,"The homepage has no Organization, Corporation, or LocalBusiness JSON-LD schema. This is the primary way to tell AI systems who the brand is, what it does, and how to identify it uniquely. Without this, AI assistants must guess the entity from unstructured text, leading to errors and omissions (Appen",
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Ambiguous page intent,"Observed on 2 sampled pages. http://127.0.0.1:40553/ provides no structured data, no OG type, and no headings. A machine cannot distinguish whether this is a product page, article, contact page, or category listing.",
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Missing meta description,Observed on 2 sampled pages. http://127.0.0.1:40553/media/press-releases has no <meta name='description'>. AI systems and search engines use this to understand page content at a glance.,
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Very little informational text,http://127.0.0.1:40553/media/press-releases contains only 1 <p> element(s). A first-time visitor may not find enough context to understand what the page offers.,
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Deep page without breadcrumbs,Observed on 2 sampled pages. http://127.0.0.1:40553/media/press-releases is 2 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Missing high-ROI schema types for AI answer generation,"Observed on 3 sampled pages. None of the sampled pages use schema types specifically optimised for AI answer generation: FAQPage, HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo gener",
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,No direct-answer content patterns detected,"Observed on 3 sampled pages. None of the sampled pages contain explicit question-and-answer style content. AI assistants specifically look for content that directly answers questions ('What is X?', 'How does X work?', 'Why should I use X?') because this is the format they cite in conversational resp",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,Inconsistent entity naming in body text,"Observed on 2 sampled pages. Potentially inconsistent entity name variations detected in visible page text: 'Bharat Forge / Bharat Forge Ltd' across http://127.0.0.1:40553/, http://127.0.0.1:40553/media/press-releases. Using different forms of the same name across pages can confuse AI entity resolut",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No machine-readable publication or modification date,"Observed on 3 sampled pages. http://127.0.0.1:40553/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:40553/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
chargebee,https://www.chargebee.com/,vishal,other,high,abstain,Broken internal links detected,Observed on 6 sampled pages. http://127.0.0.1:40091/ links to pages that return errors: http://127.0.0.1:40091/trial-signup/ → HTTP 404,
chargebee,https://www.chargebee.com/,vishal,other,high,abstain,Missing H1 heading,Observed on 2 sampled pages. http://127.0.0.1:40091/resources/guides/gartner-magic-quadrant-2026/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Inconsistent brand name in page titles,Observed on 3 sampled pages. Multiple brand name variations found in <title> tags: 'Get Your Complimentary Report' on http://127.0.0.1:40091/resources/guides/gartner-magic-quadrant-2026/; 'Chargebee' on http://127.0.0.1:40091/pricing/; 'Get Started for Free' on http://127.0.0.1:40091/startups/. Cons,
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Inconsistent address across pages,"Observed on 2 sampled pages. Different values found across the site: http://127.0.0.1:40091/resources/guides/gartner-magic-quadrant-2026/ shows 12 August; http://127.0.0.1:40091/pricing/ shows 5 Request, 50 quotes free First. AI assistants may cite the wrong address.",
